projectid,txturl
P104749,http://documents.worldbank.org/curated/en/193351468032935183/text/511330PAD0P104101Official0Use0Only1.txt
P104752,http://documents.worldbank.org/curated/en/981371468015595705/text/404891REPLACEM1UBLIC10R200811022814.txt
P104760,http://documents.worldbank.org/curated/en/883751468075832266/text/511280PAD0box01OFFICIAL0USE0ONLY191.txt
P104794,http://documents.worldbank.org/curated/en/368161468304458833/text/40747.txt
P104806,http://documents.worldbank.org/curated/en/876241468051035874/text/540090PAD0Box30official0use0only090.txt
P104848,http://documents.worldbank.org/curated/en/294951468129595858/text/38504.txt
P104881,http://documents.worldbank.org/curated/en/103861468198861859/text/430190PAD0P104101official0use0only1.txt
P104945,http://documents.worldbank.org/curated/en/312711468111247533/text/492960PAD0GPOB101Official0Use0Only1.txt
P104946,http://documents.worldbank.org/curated/en/846071468183254015/text/492970PAD0GPOB1emen0Safe0Motherhood.txt
P104960,http://documents.worldbank.org/curated/en/384371468283735541/text/433580PAD0P1041E0ONLY10R20081019111.txt
P104994,http://documents.worldbank.org/curated/en/752121468277509387/text/421080PAD0P1041ly10IDA1R20081003511.txt
P104995,http://documents.worldbank.org/curated/en/782641468015060338/text/513040PAD0P104101Official0Use0Only1.txt
P105002,http://documents.worldbank.org/curated/en/247831468258867479/text/424090PAD0P10510and0IDAR20081010611.txt
P105024,http://documents.worldbank.org/curated/en/380331468038932362/text/422890PAD0P1051e0only10R20081007911.txt
P105036,http://documents.worldbank.org/curated/en/369431468272978763/text/468240PAD0P105101Official0Use0Only1.txt
P105075,http://documents.worldbank.org/curated/en/283781468325217376/text/482990PAD0P105101Official0Use0Only1.txt
P105092,http://documents.worldbank.org/curated/en/720131468036344931/text/39516.txt
P105101,http://documents.worldbank.org/curated/en/232731468002433016/text/475570PAD0P105101Official0Use0Only1.txt
P105116,http://documents.worldbank.org/curated/en/746911468221395128/text/426160PAD0P10517369B01off0use0only1.txt
P105122,http://documents.worldbank.org/curated/en/384431468049803705/text/493920Revised01Public10R20091019612.txt
P105164,http://documents.worldbank.org/curated/en/362361468242973474/text/413090PAD0P105121468B00R20081002411.txt
P105176,http://documents.worldbank.org/curated/en/645641468305054452/text/436950PAD0P1051y10IDA1SecM200810420.txt
P105229,http://documents.worldbank.org/curated/en/917981468236685397/text/398920PAD0P0841ly10GEF1R20081000411.txt
P105256,http://documents.worldbank.org/curated/en/827371468271202212/text/437670PAD0P1051and0GEF1R20081001411.txt
P105269,http://documents.worldbank.org/curated/en/990841468273330396/text/729790PAD0P1050OFFICIAL0USE0ONLY090.txt
P105288,http://documents.worldbank.org/curated/en/368891468002649154/text/39558.txt
P105311,http://documents.worldbank.org/curated/en/416521468260056122/text/605290PAD0P1050e0only0900BOX361539B.txt
P105329,http://documents.worldbank.org/curated/en/503531468047754008/text/37455.txt
P105331,http://documents.worldbank.org/curated/en/503531468047754008/text/37455.txt
P105403,http://documents.worldbank.org/curated/en/717131468143396252/text/666710PAD0P1050C0disclosed040300120.txt
P105404,http://documents.worldbank.org/curated/en/722131468339074193/text/476490PAD0P105101Official0Use0Only1.txt
P105651,http://documents.worldbank.org/curated/en/978631468038133125/text/492990PAD0GPOB101OFFICIAL0USE0ONLY1.txt
P105669,http://documents.worldbank.org/curated/en/940261468056653846/text/449570PAD0P1051E0ONLY10R20091000111.txt
P105711,http://documents.worldbank.org/curated/en/135661468002424405/text/39901main.txt
P105860,http://documents.worldbank.org/curated/en/395541468053639206/text/41317010NP.txt
P105872,http://documents.worldbank.org/curated/en/462431468018604342/text/521450PAD0P105101Official0Use0Only1.txt
P105881,http://documents.worldbank.org/curated/en/997591468113083201/text/454620PAD0P1051and0IDA1R20081031611.txt
P105897,http://documents.worldbank.org/curated/en/704691468286786160/text/559970PAD0P10510Box358325B01PUBLIC1.txt
P105990,http://documents.worldbank.org/curated/en/232061468284091155/text/531840PAD0P105101Official0Use0Only1.txt
P106038,http://documents.worldbank.org/curated/en/109431468015035601/text/408910PAD0P106101official0use0only1.txt
P106063,http://documents.worldbank.org/curated/en/383221468212083654/text/489650PAD0342008B01PUBLIC1.txt
P106161,http://documents.worldbank.org/curated/en/107231468201543865/text/439550PAD0P10612451101off0use0only1.txt
P106172,http://documents.worldbank.org/curated/en/796771468288655228/text/Nigeria-Electricity-and-Gas-Improvement-Project.txt
P106208,http://documents.worldbank.org/curated/en/929071468015874845/text/431840PAD0BR0P101Official0Use0Only1.txt
P106216,http://documents.worldbank.org/curated/en/126981467998483226/text/448270PAD0BD0P101Official0Use0Only1.txt
P106228,http://documents.worldbank.org/curated/en/343591468032067993/text/421710PAD0P1061ly10IDA1R20081007011.txt
P106235,http://documents.worldbank.org/curated/en/364661468136778211/text/581780PAD0repl01100110020BOX358352B.txt
P106261,http://documents.worldbank.org/curated/en/137921468045850600/text/448600PAD0ADDE11120GEF1R20091000112.txt
P106280,http://documents.worldbank.org/curated/en/198331468096841090/text/474530PAD0IDA11C0disclosed071281091.txt
P106283,http://documents.worldbank.org/curated/en/258331468108871295/text/429080PAD0P10617379B01OFF0USE0ONLY1.txt
P106284,http://documents.worldbank.org/curated/en/608031468338987781/text/431740PAD0P106101official0use0only1.txt
P106332,http://documents.worldbank.org/curated/en/485601468003560874/text/417950PAD0P1061ly100IDAR20081021911.txt
P106355,http://documents.worldbank.org/curated/en/543101468057313498/text/462200PAD0P1061ly10IDA1R20091000311.txt
P106369,http://documents.worldbank.org/curated/en/653571468194653665/text/452990PAD0P1061Y10IDA1SecM200810592.txt
P106384,http://documents.worldbank.org/curated/en/973261468260331819/text/601390PAD0P1061OFFICIAL0USE0ONLY191.txt
P106390,http://documents.worldbank.org/curated/en/238411468238747357/text/489150PAD0P106101Official0Use0Only1.txt
P106424,http://documents.worldbank.org/curated/en/142421468052473744/text/543030PAD0R2011ltaneous0disclosure1.txt
P106443,http://documents.worldbank.org/curated/en/850741468295533196/text/NonAsciiFileName0.txt
P106445,http://documents.worldbank.org/curated/en/781171468146695095/text/428660PAD0P1061E0ONLY10R20081016311.txt
P106528,http://documents.worldbank.org/curated/en/574851468050661075/text/462710PAD0P1061E0ONLY10R20081024111.txt
P106589,http://documents.worldbank.org/curated/en/458551468300619057/text/416410PAD0P1061e0only10R20081014411.txt
P106596,http://documents.worldbank.org/curated/en/505791468169472400/text/470630PAD0P106101Official0Use0Only1.txt
P106603,http://documents.worldbank.org/curated/en/748831468225281424/text/424270PAD0P1061ly10IDA1R20081010411.txt
P106605,http://documents.worldbank.org/curated/en/734251468020946567/text/493110PAD0P1061ficial0Use0Only01091.txt
P106619,http://documents.worldbank.org/curated/en/214601468025744112/text/497310PAD0P1061E0ONLY10R20091021011.txt
P106621,http://documents.worldbank.org/curated/en/112731468257080504/text/424490PAD0P106101official0use0only1.txt
P106622,http://documents.worldbank.org/curated/en/820911468262541486/text/427190PAD0P10610only100R20081008011.txt
P106623,http://documents.worldbank.org/curated/en/959581468208170085/text/421940PAD0Box31e0only10R20081016711.txt
P106628,http://documents.worldbank.org/curated/en/691281468241482817/text/509020PAD0P106101Official0Use0Only1.txt
P106663,http://documents.worldbank.org/curated/en/120891468237591405/text/432550PAD0P106101Official0Use0Only1.txt
P106680,http://documents.worldbank.org/curated/en/612261468033550045/text/479170PAD0P1060e0only0900BOX361487B.txt
P106684,http://documents.worldbank.org/curated/en/865861467999094255/text/430000PAD0P1061E0ONLY10R20081018911.txt
P106685,http://documents.worldbank.org/curated/en/351101468000599541/text/57359-PAD-P106685-R2015-0098-1-Box391446B-OUO-9.txt
P106686,http://documents.worldbank.org/curated/en/162041468146695368/text/437570PAD0P1061E0ONLY10R20081016411.txt
P106699,http://documents.worldbank.org/curated/en/674301468251114577/text/427370PAD0P10617374B01off0use0only1.txt
P106700,http://documents.worldbank.org/curated/en/254031468227711251/text/578240PAD0P1067000IDA0R20110025201.txt
P106702,http://documents.worldbank.org/curated/en/125731468020397858/text/502920PAD0P1061Official0Use0Only191.txt
P106703,http://documents.worldbank.org/curated/en/119821468227663009/text/536200PAD0P106101Official0Use0Only1.txt
P106735,http://documents.worldbank.org/curated/en/905941467997620834/text/585040PAD0P1061OFFICIAL0USE0ONLY191.txt
P106752,http://documents.worldbank.org/curated/en/475111468009325476/text/451650PAD0P1061E0ONLY10R20081019011.txt
P106765,http://documents.worldbank.org/curated/en/922231468232730059/text/450840PAD0P1061E0ONLY10R20081019311.txt
P106768,http://documents.worldbank.org/curated/en/640171468014400349/text/528140R20101019911.txt
P106794,http://documents.worldbank.org/curated/en/294651468229164327/text/493060PAD0P106101OFFICIAL0Use0ONLY1.txt
P106851,http://documents.worldbank.org/curated/en/759551468027229311/text/428390PAD0P1061ly10IDA1R20081012511.txt
P106855,http://documents.worldbank.org/curated/en/258681468023106655/text/451400PAD0P1061LY10IDA1R20081031311.txt
P106870,http://documents.worldbank.org/curated/en/824651468060882596/text/562620PAD01public10IDA1R20101035211.txt
P106872,http://documents.worldbank.org/curated/en/158661468256172404/text/467370PAD0P106101Official0Use0Only1.txt
P106885,http://documents.worldbank.org/curated/en/265961468332664289/text/541010PAD0Box31ly10GEF1R20101000611.txt
P106899,http://documents.worldbank.org/curated/en/753941468053973366/text/410340IDA1SecM1401related0to0357011.txt
P106906,http://documents.worldbank.org/curated/en/328841468061501129/text/430320PAD0P1061E0ONLY10R20081023711.txt
P106909,http://documents.worldbank.org/curated/en/362301468237297500/text/473920PAD0P106101Official0Use0Only1.txt
P106956,http://documents.worldbank.org/curated/en/862341468241469417/text/486630PAD0P1061e0only10R20101001611.txt
P106975,http://documents.worldbank.org/curated/en/148871468247874536/text/529950PAD0P106101Official0Use0Only1.txt
P106982,http://documents.worldbank.org/curated/en/813701468244798193/text/531160PAD0P106101Official0Use0Only1.txt
P107050,http://documents.worldbank.org/curated/en/902601468334223179/text/538100PAD0Box31ly10IDA1R20101012011.txt
P107139,http://documents.worldbank.org/curated/en/234841468256201143/text/429270PAD0P10710and0IDAR20081007211.txt
P107146,http://documents.worldbank.org/curated/en/871561468021550743/text/462170PAD0P1071E0ONLY10R20081025811.txt
P107159,http://documents.worldbank.org/curated/en/346751468045048108/text/515820PAD0P107101Official0Use0Only1.txt
P107254,http://documents.worldbank.org/curated/en/824291468273358946/text/439570PAD0P1071ly10IDA1R20081018911.txt
P107300,http://documents.worldbank.org/curated/en/235111468073731706/text/476420PAD0P107101Offciial0Use0Only1.txt
P107311,http://documents.worldbank.org/curated/en/933691468287154210/text/526910PAD0P107101Official0Use0Only1.txt
P107314,http://documents.worldbank.org/curated/en/942501468048258606/text/660630PAD0P1070Official0Use0Only090.txt
P107343,http://documents.worldbank.org/curated/en/624141468242952840/text/532190PAD0P107101Official0Use0Only1.txt
P107350,http://documents.worldbank.org/curated/en/391511468321880293/text/637940PAD0P1070e0only0900BOX361532B.txt
P107375,http://documents.worldbank.org/curated/en/951541468266381372/text/481390PAD0P107101Official0Use0Only1.txt
P107407,http://documents.worldbank.org/curated/en/177131468042544628/text/502830PAD0P107101Official0Use0only1.txt
P107456,http://documents.worldbank.org/curated/en/983631468232475988/text/528420PAD0P107101Official0Use0Only1.txt
P107473,http://documents.worldbank.org/curated/en/746191468287370581/text/448010PAD0P107101Official0Use0Only1.txt
P107559,http://documents.worldbank.org/curated/en/278071468018861741/text/451660PAD0Chin101Official0Use0Only1.txt
P107598,http://documents.worldbank.org/curated/en/674351468287756944/text/595900P1075980IDA1R20111004011.txt
P107608,http://documents.worldbank.org/curated/en/576841468045072371/text/499150PAD0P107101Official0Use0Only1.txt
P107612,http://documents.worldbank.org/curated/en/658711468062677528/text/423000PAD0P10717362B01off0use0only1.txt
P107617,http://documents.worldbank.org/curated/en/491241468222000283/text/588350PAD0P1071OFFICIAL0USE0ONLY191.txt
P107648,http://documents.worldbank.org/curated/en/672351468267289248/text/637080PAD0P1070C0disclosed030160120.txt
P107649,http://documents.worldbank.org/curated/en/827871468042298605/text/590890PAD0P10710only1910BOX358303B0.txt
P107661,http://documents.worldbank.org/curated/en/103451468258289377/text/450430PAD0P1071E0ONLY10R20081020911.txt
P107666,http://documents.worldbank.org/curated/en/506571468294326664/text/476890PAD0P107101Official0Use0Only1.txt
P107722,http://documents.worldbank.org/curated/en/888871468171872875/text/598010PAD0P1071e0only1910BOX358303B.txt
P107772,http://documents.worldbank.org/curated/en/559921468207245554/text/472250PAD0P107101Official0Use0Only1.txt
P107782,http://documents.worldbank.org/curated/en/775381468145183554/text/537180PAD0P107101Official0Use0Only1.txt
P107833,http://documents.worldbank.org/curated/en/785161468193759664/text/418980PAD0P10710810138110Box327374B.txt
P107840,http://documents.worldbank.org/curated/en/958101468050699540/text/422000PAD0P1071e0only10R20081007411.txt
P107843,http://documents.worldbank.org/curated/en/613101468223199691/text/433190PAD0BR0P101Official0Use0Only1.txt
P107845,http://documents.worldbank.org/curated/en/348961468133153861/text/483490PAD0P107101Official0Use0Only1.txt
P107847,http://documents.worldbank.org/curated/en/358211468302396200/text/484450PAD0P107101Official0Use0Only1.txt
P107851,http://documents.worldbank.org/curated/en/219901468238758990/text/516570PAD0P107101Official0Use0Only1.txt
P107981,http://documents.worldbank.org/curated/en/559931468300647992/text/409470PAD0P1071ly10IDA1R20081005111.txt
P107992,http://documents.worldbank.org/curated/en/583301468275683764/text/447450PAD0P1071E0ONLY10R20081024011.txt
